Amplitude,Frequency,Phase,Negative Peak,Peak to Peak,Positive Peak,Arithmetic Mean,RMS,Standard Dev,Variance,Kurtosis,Median,Mode,Skewness,Classe
17.744784,0.003657,-71.952203,-0.791973,-118.140779,272.818457,154.677678,35.152435,35.145573,1235.211274,4.226989,-0.359445,0.53525,0.272618,Open
10.622039,0.001086,-90.309547,-0.615412,-116.37881,275.815721,159.436911,34.095008,34.091186,1162.208954,4.261028,1.360714,6.359186,0.238809,Open
0.862527,0.078097,144.399492,0.000256,-10.092216,20.059207,9.966991,2.818854,2.818997,7.946745,3.204395,0.000993,0.037684,-3.82E-05,Close
10.301485,0.000642,-237.017015,-0.859818,-115.483223,276.428312,160.945089,33.300119,33.290829,1108.279303,4.308265,1.616738,13.055942,0.192144,Open
11.527619,0.000599,121.503956,-1.014007,-114.888622,267.700531,152.811908,33.746084,33.732988,1137.914513,3.899191,1.499399,12.26913,0.080397,Open
1.140234,0.077941,-78.678637,0.000349,-10.092216,20.059207,9.966991,2.831458,2.831654,8.018264,3.169557,-0.005828,-0.162908,0.000161,Close
13.661653,0.000559,94.927702,-0.942349,-98.161191,251.614188,153.452997,32.019784,32.008354,1024.534721,3.935806,1.52297,11.29098,0.036814,Open
1.065626,0.077882,65.859609,0.000426,-10.092216,20.059207,9.966991,2.841972,2.842212,8.07817,3.069521,-0.002732,-0.162908,0.000172,Close
16.451011,0.000514,33.626713,-0.374163,-97.265407,254.558311,157.292904,32.600232,32.601191,1062.83764,3.849124,1.636068,13.467458,0.03349,Open
19.655345,0.000615,-162.451956,0.392492,-94.29871,257.416432,163.117722,32.554972,32.556742,1059.941451,4.16148,3.201139,12.529109,0.027904,Open
14.500942,0.005062,-9.701378,2.146831,-88.589033,211.440423,122.851391,32.511581,32.446806,1052.795251,3.586177,5.345649,18.188381,-0.046733,Open
1.585701,0.085567,-147.691691,0.001278,-8.006964,16.114413,8.107449,2.868019,2.868748,8.229713,2.758644,-0.027438,-0.191473,-0.000287,Close
23.940965,0.005022,-152.598245,4.756805,-86.330404,179.433682,93.103278,28.772548,28.387437,805.846551,3.792476,10.217627,20.432637,-0.747111,Open
26.987358,0.005298,-139.55302,3.61107,-54.027397,232.221962,178.194565,34.120954,33.955224,1152.957233,10.859396,-2.144969,-11.066334,2.433539,Open
1.244461,0.08476,42.976123,-0.002875,-7.955596,16.165538,8.209942,2.340308,2.341199,5.481211,3.117672,0.02365,0.046345,0.002499,Close
14.280237,0.001923,-158.325027,0.752138,-63.221199,240.111794,176.890595,33.962058,33.962359,1153.441797,9.367435,-4.239654,-6.794927,2.105945,Open
13.184638,0.002522,200.657216,-2.899577,-75.910059,245.208674,169.298615,28.6318,28.488943,811.619859,8.693883,-4.035105,1.330673,1.526663,Open
20.33303,0.000564,-56.036776,1.920984,-89.560551,238.734282,149.173731,30.567229,30.51013,930.868012,4.461011,5.532223,23.838233,0.09317,Open
2.466325,0.085477,128.118896,0.001569,-23.232627,46.477612,23.244985,5.015115,5.015593,25.156171,4.305297,0.017905,0.238567,-0.000668,Close
8.954695,0.000567,177.558283,0.887201,-101.008637,250.609203,149.600566,29.668232,29.657475,879.565846,4.924565,4.456874,8.006367,0.084542,Open
1.799192,0.076742,-98.075561,0.00066,-23.232627,46.477612,23.244985,5.117819,5.11821,26.196069,3.857441,0.003964,-0.226209,-0.000213,Close
9.109395,0.000655,95.796424,-0.740129,-99.885293,253.002538,153.117245,29.164865,29.157493,850.159386,5.108988,2.799023,5.11076,0.151733,Open
13.865361,0.001096,-36.101738,-1.213269,-98.788321,251.090471,152.30215,27.763854,27.738958,769.449807,5.477522,0.229432,2.90332,0.428032,Open
1.025802,0.087404,-95.445239,0.000465,-15.637605,31.189925,15.552319,4.017058,4.017276,16.13851,3.689919,0.005152,0.113307,-0.000102,Close
16.626444,0.000953,-48.115877,0.410506,-97.969172,251.601064,153.631892,29.33491,29.333528,860.455873,5.375689,0.694911,1.413248,0.541178,Open
16.389885,0.000937,47.872429,0.616323,-98.955877,256.366858,157.410981,29.50229,29.497458,870.100018,4.743749,0.973622,12.563706,0.404323,Open
0.935321,0.082478,-71.927828,-0.000768,-16.176609,32.339295,16.162686,3.951346,3.951577,15.614962,3.630275,0.005152,-0.168658,0.00056,Close
13.855562,0.000693,35.238863,0.769992,-100.882343,271.074427,170.192084,30.313371,30.305515,918.424261,4.954816,-0.208785,-18.204643,0.52445,Open
12.57318,0.00064,57.014917,1.053487,-101.154949,236.303795,135.148846,30.678255,30.662498,940.188795,4.467759,0.447309,-17.267102,0.416636,Open
1.345241,0.081574,94.962255,-0.00111,-14.855131,29.337119,14.481988,4.057496,4.057839,16.466058,3.194952,0.021911,0.253485,0.000691,Close
12.320921,0.001501,0.585261,1.529518,-101.344573,236.331198,134.986625,31.386917,31.352615,982.986468,4.769541,0.936834,-0.903814,0.499257,Open
18.345787,0.00113,-59.849564,2.901513,-101.037997,238.590148,137.552151,31.89627,31.768061,1009.209678,4.949409,2.963568,2.748718,0.479151,Open
26.312631,0.001274,27.061138,5.148379,-98.887395,236.566517,137.679122,34.593315,34.214584,1170.637769,4.043116,7.304749,8.75037,0.23804,Open
3.4467,0.082527,124.526895,-0.00333,-13.239082,26.591798,13.352717,4.971388,4.97265,24.727249,2.419969,0.012271,-0.076141,0.001953,Close
14.003214,0.0196,22.710886,9.724746,-90.579508,231.128507,140.548999,33.483276,32.052178,1027.342145,4.725152,15.013939,14.583963,0.073871,Open
4.851604,0.077273,-136.026589,-0.009989,-10.720155,21.567092,10.846937,4.281542,4.284798,18.35949,2.292537,0.029179,-1.769812,0.00618,Close
10.115267,0.012719,-14.980601,-9.088991,-42.828927,101.309007,58.48008,18.054712,15.611996,243.734409,5.547259,-10.839425,-11.92968,1.152335,Open
5.210914,0.005789,19.902592,-2.309505,-42.755163,112.269587,69.514423,13.753692,13.561847,183.923694,5.724633,-2.65301,-2.89946,0.789243,Open
1.073422,0.080989,61.343881,0.000153,-4.939748,9.707345,4.767597,1.688562,1.688884,2.852329,2.627525,0.007314,-0.037539,-0.000581,Close
5.674874,0.01261,-117.12257,-0.427855,-34.056472,126.140803,92.084331,14.015017,14.010621,196.297491,6.834792,-1.599654,-0.629159,1.236534,Open
0.815586,0.088267,-44.016189,0.00086,-5.518008,10.958404,5.440396,1.750635,1.750857,3.065501,2.807314,0.003402,-0.203182,-0.000868,Close
4.26457,0.005955,47.066495,-0.050779,-37.394867,104.429029,67.034163,13.257739,13.259086,175.803349,5.105387,-1.177913,-2.411142,0.862839,Open
3.763279,0.005008,-177.376048,0.212836,-51.531316,127.119876,75.588561,13.547556,13.547031,183.522047,5.210512,-0.826967,-3.861362,0.791432,Open
0.761489,0.08358,36.981906,0.00015,-6.155739,12.38545,6.229711,1.743118,1.743251,3.038922,3.045933,0.008507,0.098913,0.000827,Close
4.015111,0.006327,34.830831,0.328136,-51.532881,127.107578,75.574697,13.399939,13.396849,179.475573,5.513453,-0.356602,3.758916,0.850864,Open
3.428669,0.011535,-120.244591,0.138186,-51.869398,127.092759,75.223361,13.084122,13.084159,171.19522,5.343194,-0.493997,-1.667758,0.797348,Open
0.606657,0.07781,-99.220715,0.000293,-7.936558,15.953667,8.017108,1.715055,1.715148,2.941733,3.4603,-0.00056,0.439117,-0.000205,Close
2.400369,0.012309,178.656892,0.213309,-52.543377,127.07439,74.531013,13.007497,13.006409,169.166666,4.980988,-0.422771,2.733983,0.688636,Open
2.889884,0.00072,31.852326,0.065001,-56.289632,144.708035,88.418403,13.246583,13.247145,175.48685,5.529414,-0.580061,-2.024119,0.701478,Open
2.762676,0.004483,179.386175,0.070348,-56.19466,144.708644,88.513983,13.116426,13.117071,172.057547,5.702586,-0.622401,-3.376005,0.713735,Open
0.585358,0.090028,-13.651814,-4.94E-05,-9.224371,18.467613,9.243242,1.835245,1.835373,3.368593,4.061721,-0.003861,-0.452255,-0.000507,Close
3.008257,0.006208,-129.630542,0.09803,-56.267072,144.708623,88.441551,13.29288,13.293531,176.717976,5.548106,-0.55507,-3.448425,0.627155,Open
0.620235,0.090059,-12.210538,-6.04E-05,-9.224371,18.467613,9.243242,1.894291,1.894452,3.588947,4.068386,-0.011306,-0.452255,-0.000402,Close
3.211596,0.006281,-159.560864,0.01056,-56.161906,144.704139,88.542233,13.569081,13.57037,184.15495,5.641592,-0.749677,2.443271,0.648941,Open
3.755979,0.012192,-136.134898,0.062137,-56.218145,144.705086,88.486941,14.180295,14.181961,201.128009,5.659248,-0.630157,2.387415,0.630469,Open
6.562746,0.005914,-49.516515,0.120212,-56.295537,144.704085,88.408548,14.715016,14.71733,216.599795,6.128235,-0.673773,2.309618,0.673407,Open
1.555207,0.087156,-25.913983,-0.000181,-9.224371,18.467613,9.243242,2.027055,2.027571,4.111043,4.319072,0.001771,-0.082903,4.02E-05,Close
13.953937,0.006302,119.376356,0.269258,-56.406203,144.701872,88.295669,17.576693,17.581332,309.103218,5.50555,-1.090625,0.751037,0.766495,Open
1.26311,0.084096,205.869507,-0.000543,-4.978986,10.207175,5.228189,1.750838,1.752174,3.070114,2.928011,0.003875,-0.028506,0.001182,Close
18.094336,0.006627,-53.624287,-9.949408,-51.822262,124.075056,72.252794,23.288867,21.072672,444.05751,5.093943,-13.042102,-7.775617,1.200308,Open
1.195065,0.084114,29.371104,-0.001421,-5.428331,10.936252,5.507921,1.900482,1.901206,3.614585,2.890008,-0.017409,-0.452336,0.002048,Close
6.53416,0.005709,82.86579,-2.503522,-61.722907,132.255009,70.532101,17.38174,17.204873,296.007668,5.691573,-3.894676,-4.191979,1.004977,Open
6.347479,0.004665,205.931042,-2.424314,-78.954698,144.923422,65.968724,15.176465,14.983866,224.516254,4.729138,-2.93146,-5.768369,0.219726,Open
1.054597,0.093657,-195.300987,-0.00045,-7.530055,14.958517,7.428462,2.264137,2.264425,5.127619,3.17819,0.010331,-0.72393,-0.000349,Close
3.995814,0.0052,-230.44929,0.220379,-81.346879,155.209494,73.862614,15.246131,15.246198,232.446561,4.642283,0.129902,0.138105,0.175116,Open
4.598964,0.006174,-6.996174,0.867367,-60.528054,132.251981,71.723927,14.485108,14.460341,209.101453,4.26918,0.575022,-1.675922,0.352735,Open
0.823447,0.084038,52.239416,0.000121,-9.755939,19.331794,9.575855,2.378577,2.378758,5.65849,3.577886,0.004104,0.199935,-0.000171,Close
4.371309,0.006216,-19.681302,0.597056,-60.017303,131.558535,71.541233,14.340256,14.328815,205.314926,4.387472,-0.119507,1.157416,0.517176,Open
3.654201,0.008506,-58.983129,0.320465,-60.699074,132.733108,72.034034,14.285258,14.2825,203.989804,4.211379,-0.071579,-0.30551,0.364115,Open
0.845901,0.078448,-74.781301,0.000952,-10.524327,20.721137,10.19681,2.38085,2.38098,5.669065,3.867168,0.004508,0.561481,5.20E-05,Close
3.170046,0.006257,67.079739,0.169289,-62.565571,134.333138,71.767567,14.100509,14.10021,198.815913,4.245039,-0.117785,3.929333,0.357253,Open
3.885436,0.006281,106.208671,0.213919,-64.210247,135.418485,71.208239,14.877703,14.876975,221.324384,4.230452,-0.196118,4.176089,0.372569,Open
0.84214,0.080056,-0.792468,-0.000749,-10.524327,20.721137,10.19681,2.281347,2.281481,5.205155,3.7316,-0.002196,-0.060153,0.001151,Close
4.711787,0.006306,149.923827,0.23821,-51.453126,120.536344,69.083217,14.926154,14.925201,222.761618,4.104198,-0.245982,-5.046634,0.432931,Open
5.595497,0.006338,-156.087177,0.246081,-51.620953,120.66891,69.047957,14.646215,14.645264,214.483749,3.921513,0.130695,3.283401,0.315196,Open
6.214409,0.006371,-79.442227,0.221793,-52.184385,120.884031,68.699646,14.861167,14.860927,220.84716,3.999191,0.011865,1.609009,0.328278,Open
0.90697,0.082666,-173.214268,-0.001391,-10.524327,20.721137,10.19681,2.321344,2.321597,5.389812,3.527658,-0.008011,-0.060153,0.002359,Close
5.664229,0.006359,58.319333,0.26831,-52.408397,120.946483,68.538086,15.402852,15.402472,237.236139,4.090342,-0.170544,-4.634536,0.399546,Open
5.244361,0.006357,-180.654025,0.327792,-47.644411,113.70908,66.064669,15.054557,15.053857,226.618617,3.787727,0.272763,-5.003506,0.291574,Open
1.515324,0.084535,-89.304408,-0.003246,-6.417141,12.982731,6.56559,2.247478,2.248047,5.053716,2.911578,-0.006751,0.658447,0.003682,Close
7.561463,0.00323,97.386291,0.49363,-48.328976,113.680461,65.351485,17.476492,17.476181,305.416904,3.453154,0.061719,-5.698803,0.328346,Open
4.213065,0.029436,-63.314855,-8.370046,-53.293672,78.202816,24.909145,15.736849,13.336486,177.861867,3.104916,-7.801653,-14.583277,-0.371662,Open
4.893658,0.011814,174.421695,-1.208954,-49.823574,103.949868,54.126294,15.021242,14.976319,224.290119,3.784819,-1.564394,-3.565883,0.341624,Open
1.466501,0.078288,-116.822138,-0.000473,-7.594066,15.009938,7.415872,2.27032,2.270753,5.156317,3.387397,-0.005445,-1.064743,-0.000236,Close
5.464367,0.006626,21.032947,-0.389621,-64.593613,130.850375,66.256761,16.17255,16.170321,261.479284,3.685072,-1.350428,-5.056693,0.312919,Open
6.804048,0.004615,156.817773,1.003536,-116.886443,224.067529,107.181086,19.067566,19.043213,362.643965,6.417402,0.257214,-1.491665,0.258254,Open
1.257123,0.084702,68.913314,-0.000866,-15.84904,32.20165,16.35261,2.624613,2.624863,6.889903,7.073526,-0.003159,0.090777,0.001427,Close
6.614431,0.002451,134.036529,-0.547558,-119.194752,225.47289,106.278138,17.939377,17.932537,321.575891,6.591787,-1.062403,-0.821485,0.248518,Open
4.049598,0.004571,-155.846517,-0.514777,-61.904505,169.946854,108.042349,16.717796,16.711027,279.258408,5.544882,-0.82014,-3.27284,0.49812,Open
0.787057,0.077462,91.844607,0.00018,-12.288723,24.533289,12.244567,2.642354,2.642522,6.982922,4.06094,-0.001136,0.100588,-0.000124,Close
4.285295,0.002024,40.782261,-0.211584,-69.158353,143.749986,74.591632,15.995287,15.994825,255.83443,3.915959,-0.216233,1.997889,0.013233,Open
5.337377,0.001987,-35.739961,0.038765,-69.422476,143.956524,74.534049,16.314574,16.315357,266.190877,3.736703,0.061703,-1.043127,0.016704,Open
1.236082,0.079082,-14.687175,0.000953,-16.435458,32.857157,16.421698,2.769417,2.769558,7.670452,4.824676,-0.000178,0.157406,0.00062,Close
5.354604,0.001991,170.775653,-0.183286,-73.154728,147.91079,74.756062,16.567705,16.567593,274.485134,3.743662,-0.140882,1.54022,0.005087,Open
1.373153,0.07908,-100.244545,0.001099,-16.435458,32.857157,16.421698,2.775927,2.77609,7.706674,4.882804,-0.000774,0.157406,0.000595,Close
5.498779,0.001975,43.386483,-0.216892,-73.177108,147.980687,74.803579,16.431794,16.431407,269.99112,3.842081,-0.158557,1.553139,-0.000352,Open
5.148086,0.001925,-62.801927,-0.228454,-73.321583,140.032877,66.711294,16.243199,16.242831,263.829544,3.637455,-0.024418,2.996335,-0.12892,Open
1.58341,0.079047,116.478759,0.001588,-16.435458,32.857157,16.421698,2.777085,2.77732,7.713505,5.659998,-0.007553,-0.499737,0.000899,Close
4.885454,0.002916,121.779341,-0.336023,-73.254369,139.959997,66.705628,16.669846,16.668047,277.823788,3.663723,-0.173399,0.224629,-0.115867,Open
5.489304,0.006415,52.885952,-0.359883,-73.368575,140.030475,66.6619,16.283193,16.281284,265.080198,3.421728,-0.516937,2.948034,0.102845,Open
1.421055,0.079163,-171.226007,0.002858,-16.435458,32.857157,16.421698,2.765784,2.766204,7.651886,6.831807,0.012805,0.157406,5.97E-06,Close
8.063058,0.006268,-109.526396,-0.682358,-73.729257,139.569194,65.839936,17.21285,17.202598,295.929368,3.273628,-0.82672,-0.45543,0.144693,Open
7.66223,0.003644,24.84327,-0.972498,-73.329812,133.58309,60.253278,17.066854,17.045622,290.553213,3.421001,-1.734125,3.480465,0.263479,Open
14.622915,0.006718,-61.646025,0.050386,-55.525325,131.642378,76.117053,19.052378,19.066503,363.531548,4.523198,-0.731624,-2.210162,0.574364,Open
8.568251,0.374945,76.756627,0.279649,-55.465492,150.224519,94.759027,20.099028,20.102109,404.09477,5.111478,-1.987032,-5.140278,0.93531,Open
1.736303,0.081158,92.163729,-0.000771,-11.128593,22.525637,11.397044,3.755544,3.756251,14.109424,2.762481,-0.020043,0.021598,-0.000701,Close
8.539526,0.374961,46.168362,-0.024022,-64.258639,156.429147,92.170507,20.524795,20.527865,421.393241,4.815156,-2.636267,-4.033418,0.94461,Open
8.556614,0.374954,36.337657,-0.369344,-65.611637,156.969866,91.358229,20.055695,20.054448,402.180873,4.656454,-2.280633,-0.469142,0.853823,Open
1.138019,0.080822,29.665373,0.001355,-13.777066,27.687717,13.910651,3.445399,3.445723,11.873006,3.208233,-0.018278,-0.348523,-0.001158,Close
8.626971,0.374935,25.073911,0.10795,-57.950387,148.858292,90.907904,19.961587,19.962962,398.51987,4.132111,-1.603398,-6.594277,0.691958,Open
1.706557,0.077477,18.778678,0.00048,-13.777066,27.687717,13.910651,3.538033,3.538299,12.519562,2.955473,0.003013,0.205231,-0.000544,Close
8.608622,0.374917,10.18511,-0.09892,-65.450612,166.201356,100.750744,20.327917,20.329066,413.27093,4.206336,-1.74471,-6.449131,0.653289,Open
8.556383,0.374889,1.23694,0.09684,-65.300227,166.19044,100.890213,20.091061,20.091991,403.688087,4.057331,-1.227418,-6.302621,0.565604,Open
1.278499,0.077283,77.274773,0.000128,-15.937227,32.17259,16.235362,3.814537,3.814742,14.552258,3.373655,0.003778,-0.011795,-0.000626,Close
8.606369,0.374873,-27.475143,0.0969,-68.484574,169.43741,100.952837,20.140909,20.141687,405.687542,3.899612,-1.081474,1.831951,0.502703,Open
8.614973,0.374869,-82.829203,0.037049,-68.46782,169.328038,100.860218,19.813884,19.814906,392.630493,3.937214,-0.896419,0.110036,0.482488,Open
1.498883,0.077137,-33.180077,7.64E-05,-15.937227,32.17259,16.235362,3.864629,3.864851,14.937074,3.54218,-0.007474,-0.011795,-0.000704,Close
8.620554,0.374868,-143.90431,0.036203,-68.391895,168.706843,100.314948,20.099947,20.101163,404.056768,3.929117,-0.81926,-0.065623,0.467549,Open
8.64128,0.374867,152.955111,0.047124,-68.411597,155.039055,86.627458,20.036117,20.037553,401.503514,3.69558,-0.621799,0.580782,0.392376,Open
1.437246,0.076162,39.59663,0.00011,-15.290165,30.414154,15.123989,3.897623,3.897946,15.19398,3.633947,0.004022,0.068983,-0.000614,Close
8.657393,0.374863,92.96525,0.003597,-68.506734,141.789734,73.283,19.49118,19.492987,379.976544,3.554626,-0.46208,0.261287,0.346448,Open
7.879882,0.004715,204.45362,-0.174242,-69.237075,140.926317,71.689242,19.590804,19.59244,383.863708,3.462404,-0.678797,0.521452,0.311928,Open
8.673827,0.374861,-37.169524,-0.149017,-68.850272,140.79688,71.946607,19.378883,19.381853,375.656215,3.484871,-0.183184,0.844183,0.279831,Open
3.028505,0.077349,-131.986082,0.000322,-15.290165,30.158362,14.868198,4.111484,4.112481,16.912497,3.437889,-0.000546,-0.060192,-0.00069,Close
8.672285,0.374862,-104.539144,-0.374371,-60.343928,131.983895,71.639968,18.410251,18.412984,339.037981,3.650539,0.234529,1.028584,0.196338,Open
14.047986,0.003904,-88.962894,-5.406803,-60.732735,141.944972,81.212237,20.644864,19.93912,397.568491,4.006244,-7.313008,-16.020069,0.661655,Open
8.57076,0.374843,9.452359,-0.356468,-71.420629,169.366659,97.94603,21.688828,21.691322,470.513437,4.388701,-1.470736,2.253868,0.548406,Open
3.035901,0.080401,13.600072,0.007804,-16.565906,33.998173,17.432267,4.656699,4.657569,21.692951,3.237429,0.011349,-0.076792,0.00391,Close
8.56114,0.374821,-54.946034,-0.113941,-73.232816,171.784634,98.551818,22.847898,22.851048,522.170382,4.603767,-1.308532,1.4935,0.635012,Open
8.569545,0.374788,232.245751,-0.565694,-80.543178,178.658928,98.11575,22.445228,22.440508,503.576388,4.201118,-1.728688,-2.826544,0.450409,Open
2.01662,0.082015,-128.181673,-0.000192,-15.789842,31.2125,15.422658,4.536489,4.536916,20.58361,3.178433,-0.010649,-0.963905,0.000375,Close
8.581287,0.374789,129.72795,0.311409,-79.933839,179.252199,99.31836,21.638669,21.638236,468.213246,4.424068,-0.787603,-1.959132,0.464627,Open
8.581923,0.374787,30.626247,0.003954,-81.88159,178.247721,96.366131,20.795284,20.796706,432.502969,4.381877,-0.858354,-4.343832,0.348124,Open
1.5254,0.078042,-48.090001,-0.000176,-15.516257,30.586751,15.070493,4.17268,4.172941,17.41344,2.989622,-0.003549,-0.375816,3.30E-05,Close
8.552004,0.374776,-59.029536,-0.022719,-81.832429,170.377682,88.545254,20.055538,20.056686,402.270667,4.234186,-0.689185,-4.310583,0.325644,Open
8.562224,0.374774,-164.699376,0.063239,-81.676438,170.356452,88.680014,19.924628,19.925527,397.026617,4.329248,-0.700642,-4.164252,0.372163,Open
1.53178,0.076597,-33.871136,0.00013,-17.417592,35.020463,17.602871,4.133538,4.133744,17.087838,3.242135,0.020558,0.267742,-3.24E-06,Close
8.545553,0.374777,81.070379,-0.144256,-81.710119,170.344961,88.634842,20.001182,20.001728,400.06914,4.262139,-0.534617,2.610636,0.309494,Open
8.545777,0.374781,-28.742018,-0.180208,-82.14906,170.300165,88.151105,20.173679,20.174128,406.995429,4.259036,-0.592363,2.149522,0.304685,Open
1.518852,0.076513,-137.424798,0.000176,-17.417592,35.020463,17.602871,4.190744,4.191028,17.564714,3.347569,0.019143,-1.133077,-1.49E-05,Close
8.546855,0.374785,-138.802273,-0.224631,-82.364016,170.285885,87.921869,20.593351,20.593658,424.09875,4.296589,-0.674229,1.927497,0.333426,Open
8.546855,0.374789,114.589574,-0.284303,-69.111551,153.156825,84.045274,19.292164,19.291858,372.175804,3.836156,-0.388982,2.106373,0.266599,Open
1.626564,0.073671,-30.83537,0.000275,-17.417592,35.020463,17.602871,4.220029,4.220476,17.81242,3.653616,0.028209,0.267742,8.81E-05,Close
8.540967,0.374791,12.581533,-0.494859,-69.162797,152.735726,83.572929,19.761846,19.75808,390.381724,3.893535,-0.312594,1.859316,0.238048,Open
8.563325,0.374796,-90.103138,-0.665668,-68.697646,152.186467,83.488821,18.693861,18.68542,349.144931,3.870021,-0.322325,2.069062,0.147854,Open
2.970329,0.07784,6.032516,0.00063,-14.516058,29.241662,14.725604,4.355543,4.356599,18.979953,3.408955,0.001798,-0.041435,0.000156,Close
8.55754,0.374797,-187.389847,-1.547749,-70.290524,138.169148,67.878624,18.542916,18.484774,341.686885,3.753843,-0.113375,2.248278,-0.120662,Open
2.445511,0.080128,-50.95793,0.001766,-14.095026,28.285976,14.19095,3.954608,3.957297,15.660201,3.700162,0.016724,-0.093467,-0.001584,Close
11.187632,0.010546,157.309779,-1.506979,-48.06471,135.396896,87.332186,20.540631,20.500535,420.271945,5.379327,-3.111369,-9.476595,1.002561,Open
2.773847,0.083885,136.561429,0.007079,-11.593506,23.467423,11.873917,3.605755,3.607106,13.011217,3.163018,0.023867,0.022869,-0.004008,Close
8.963626,0.006002,251.357598,-0.000735,-59.740916,161.449686,101.70877,21.402411,21.407764,458.292362,5.321259,-2.005166,-8.884264,0.948602,Open
8.223668,0.374886,-52.119191,-0.482225,-73.187667,159.116691,85.929025,21.198192,21.195891,449.265781,3.852071,-1.185605,-0.789572,0.386837,Open
2.071732,0.079458,-4.11368,-3.93E-06,-15.6131,31.71033,16.09723,3.997629,3.99813,15.985047,3.544821,-0.02795,-0.23359,0.000549,Close
8.197946,0.374868,-102.410191,-0.139759,-72.763467,160.848828,88.08536,19.649131,19.650744,386.151752,4.325781,-0.738429,5.248214,0.481162,Open
8.210113,0.374875,-166.268403,-0.011383,-72.429061,160.635318,88.206257,19.25828,19.259885,370.943182,4.121885,-0.57673,-4.159051,0.390327,Open
1.766698,0.07818,-109.418032,0.001518,-23.514974,46.443097,22.928123,4.366859,4.367188,19.072331,4.611144,-0.003885,-0.06121,-0.000378,Close
8.231874,0.374851,-203.628564,-0.219067,-72.962932,160.822067,87.859134,19.609771,19.609889,384.547728,3.793576,-0.949371,-1.397113,0.331138,Open
8.210884,0.374841,95.673443,0.272146,-72.859953,153.36702,80.507067,19.782452,19.781725,391.31664,3.52925,-0.432358,-1.544288,0.233582,Open
8.193273,0.37483,34.41731,0.097252,-121.974421,203.257354,81.282933,20.364402,20.365191,414.741013,3.820515,-0.757698,-1.036296,0.211619,Open
1.547255,0.074192,-86.493362,-7.11E-05,-15.234605,30.586361,15.351756,4.273889,4.274102,18.267952,3.187738,0.004398,-0.706083,0.000163,Close
8.198237,0.374829,-44.880327,-0.162247,-121.88286,203.263922,81.381061,20.224198,20.224626,409.035487,3.917861,-1.224439,-0.940827,0.203427,Open
8.210394,0.37483,-129.800075,-0.187486,-121.844232,203.264539,81.420307,20.522921,20.52334,421.207483,3.951007,-1.346457,-0.901831,0.214046,Open
1.612869,0.074184,-66.990343,-9.67E-05,-15.234605,30.007285,14.77268,4.171101,4.171384,17.400445,3.199523,-0.008868,-0.681072,0.000373,Close
8.197143,0.374835,-218.773331,-0.215352,-121.806024,203.27625,81.470226,20.484302,20.484694,419.622697,4.089076,-1.344937,-0.856655,0.194105,Open
8.182215,0.374845,55.91291,-0.364178,-121.759848,203.26202,81.502172,20.210556,20.209149,408.409693,4.321864,-1.167373,-0.818946,0.202262,Open
1.932905,0.074869,14.614665,-0.000151,-15.234605,30.007285,14.77268,4.218438,4.218885,17.798987,3.244803,-0.013213,-0.080926,0.000577,Close
8.170981,0.374856,-26.740159,-0.542948,-121.949812,203.362704,81.412891,20.968597,20.964146,439.495411,4.332938,-1.348674,-0.949004,0.184657,Open
2.093352,0.076757,-54.491172,-0.00021,-13.104163,25.903979,12.799817,3.895284,3.895859,15.177715,2.975653,-0.013527,-0.281693,0.001259,Close
8.192574,0.374872,-102.870843,-0.345751,-120.061356,203.640167,83.578811,21.053714,21.054723,443.301353,5.098522,-1.047537,-0.931858,0.280253,Open
8.206889,0.374889,-166.79322,-0.399445,-62.224814,146.510527,84.285712,18.297036,18.299174,334.859786,4.671195,-0.665371,0.042159,0.594519,Open
2.059659,0.08186,-11.914076,-0.000969,-8.35571,16.405483,8.049773,2.80332,2.805226,7.869296,2.89813,-0.008552,-0.070941,0.001476,Close
