Amplitude,Frequency,Phase,Negative Peak,Peak to Peak,Positive Peak,Arithmetic Mean,RMS,Standard Dev,Variance,Kurtosis,Median,Mode,Skewness,Classe
19.208426,0.00263,118.138928,8.485381,-63.655669,175.755084,112.099415,31.546519,30.407082,924.590626,2.975937,3.113603,-8.292818,0.517542,Open
1.594376,0.081873,99.768028,0.000448,-7.832972,15.855049,8.022077,2.482743,2.48369,6.168715,2.973098,0.030918,0.015278,0.000128,Close
20.583249,0.000888,-67.647027,1.185625,-62.401228,169.673688,107.27246,26.065117,26.044756,678.329303,4.34904,0.626814,-2.167069,0.649907,Open
19.109244,0.00079,-86.916329,0.991985,-74.209969,182.658195,108.448226,24.766608,24.750507,612.587616,4.020837,-0.401388,-0.2334,0.495967,Open
1.548486,0.079207,9.759391,0.000575,-8.592638,17.490445,8.897806,2.574651,2.574978,6.630513,2.889983,0.011113,0.414941,-0.000754,Close
23.541456,0.000784,-91.620878,0.045334,-95.072885,199.659784,104.5869,26.137034,26.139841,683.291277,3.462646,-0.774002,-12.214074,0.387026,Open
14.499777,0.000835,-109.356411,0.942579,-106.823496,238.590165,131.766669,28.537399,28.524244,813.632499,4.185375,-0.147944,1.735029,0.280842,Open
22.011382,0.000786,-10.423892,0.497925,-118.283754,255.614297,137.330543,28.978235,28.975965,839.606529,4.961392,0.678191,5.68918,0.201714,Open
1.089024,0.079326,88.332112,0.000128,-12.627843,25.43578,12.807937,2.597508,2.597673,6.747907,3.83403,-0.001415,-0.29149,-0.000247,Close
24.29798,0.000754,23.660839,-0.410413,-118.506529,255.658866,137.152337,28.828561,28.82733,831.01494,4.992947,-0.35085,0.374844,0.303852,Open
0.726983,0.0879,125.423992,0.000179,-12.627843,25.43578,12.807937,2.512464,2.512601,6.313162,3.815344,0.003795,-0.29149,-7.77E-05,Close
19.175824,0.000738,31.135283,-0.013363,-118.868313,255.780662,136.912349,28.867566,28.86903,833.420881,4.835457,-0.089537,0.069695,0.294301,Open
15.654975,0.0007,66.695391,-0.141179,-162.471989,296.728071,134.256082,29.172078,29.173324,851.082853,5.299663,-0.54875,-3.722471,0.208526,Open
13.19003,0.000678,73.209875,-0.187149,-163.287504,302.6249,139.337395,27.619597,27.620718,762.904052,5.728224,-0.622088,1.643066,0.387392,Open
0.737903,0.08716,-213.836795,-0.000942,-8.334667,16.616238,8.281571,2.36905,2.369214,5.613174,3.084453,0.003795,0.056533,-0.001113,Close
12.536027,0.000664,60.564459,-0.329686,-163.273019,293.942105,130.669086,27.170639,27.17071,738.247489,5.807696,-1.323378,-3.074572,0.296016,Open
0.758527,0.078009,39.708139,-0.001151,-8.334667,16.616238,8.281571,2.353904,2.354103,5.541803,3.14053,0.002819,0.056533,-0.001211,Close
15.121184,0.000687,-0.900126,-0.480656,-163.469842,279.88548,116.415638,27.139212,27.137541,736.446138,5.869574,-1.26462,-5.334546,0.164753,Open
19.164103,0.000688,-41.780059,-0.559219,-163.728467,279.907163,116.178696,27.097463,27.095134,734.146302,6.120466,-1.071382,5.615366,-0.08846,Open
19.052409,0.000752,-121.238058,-0.634705,-163.745606,263.892965,100.147359,29.198401,29.197066,852.468658,5.818682,-1.06688,-4.090363,-0.287236,Open
1.313497,0.082175,48.495911,-0.003454,-8.266263,16.547834,8.281571,2.445174,2.445793,5.981906,2.913752,-0.004032,1.745177,-0.004356,Close
12.783542,0.010218,45.926497,-1.696643,-160.906764,264.639039,103.732275,31.068759,31.034227,963.123253,6.540443,0.389471,-0.800146,-0.659729,Open
18.034336,0.004241,-160.736322,2.297006,-53.348824,172.583167,119.234344,26.669061,26.590231,707.040388,6.522752,-0.90055,-4.162621,1.397854,Open
1.866624,0.076661,-51.838248,-0.003019,-9.093492,18.062759,8.969267,3.0048,3.005944,9.035701,3.16642,0.036214,-0.513681,0.002982,Close
9.073032,0.009322,-33.467443,-0.370426,-64.860643,167.796054,102.935411,24.038431,24.041685,578.002628,3.735844,-0.767688,-13.682847,0.319958,Open
17.485521,0.000643,175.627217,0.547649,-77.947033,283.615571,205.668538,34.30048,34.301337,1176.581711,7.826655,-5.03238,-14.13353,1.59126,Open
1.157165,0.085172,-93.709602,0.002273,-13.702321,27.922532,14.220211,2.39553,2.395833,5.740015,5.445258,0.002524,-0.159893,0.000412,Close
17.779768,0.001416,-39.348382,1.045016,-81.450729,290.377672,208.926944,33.347544,33.334796,1111.208602,7.976391,-2.456819,-10.308199,1.504855,Open
16.83212,0.000904,-73.657922,0.179791,-81.985795,290.235915,208.25012,31.921726,31.923923,1019.136856,7.791065,-3.412151,-2.170918,1.433889,Open
0.802973,0.079617,59.133042,0.000633,-7.618231,15.206919,7.588688,2.205343,2.205511,4.864278,2.898523,0.000802,-0.699083,-0.000537,Close
16.694155,0.000797,71.058065,-0.846369,-79.815616,218.518326,138.702711,27.895936,27.885026,777.574659,5.296387,-3.552917,-8.797159,0.951612,Open
19.026929,0.000872,-14.874364,0.713548,-201.831519,339.993714,138.162195,38.352167,38.347777,1470.552004,5.85341,-2.472477,-6.335134,0.05468,Open
25.196941,0.001577,135.662479,-2.03566,-202.403395,345.442574,143.03918,38.994133,38.942941,1516.552625,5.897269,-4.057725,-3.773914,-0.128157,Open
0.740972,0.079221,64.976973,-0.000424,-8.087986,15.766868,7.678882,2.300125,2.300242,5.291112,2.956765,-0.006674,0.031951,-0.000777,Close
26.838196,0.001574,152.510088,1.4445,-202.181355,345.207542,143.026187,41.741977,41.719247,1740.495585,5.046005,-1.562765,-3.687018,-0.196001,Open
0.70813,0.080729,-6.609655,-0.000489,-8.087986,15.766868,7.678882,2.299337,2.299471,5.287569,2.976954,-0.007644,0.031951,-0.000811,Close
26.355123,0.001571,170.741312,1.720094,-201.513573,344.339293,142.82572,43.619029,43.587869,1899.90235,4.750722,-0.678222,-3.51848,-0.264701,Open
20.009901,0.001565,190.048111,2.218108,-199.036857,341.70165,142.664793,46.078559,46.028649,2118.636533,4.433807,-0.829137,-16.226474,-0.260547,Open
17.257745,0.000783,187.311302,2.326227,-207.770193,350.47045,142.700257,48.279322,48.227843,2325.924824,4.147954,-1.503866,-6.249684,-0.332394,Open
1.032286,0.076314,58.372876,-0.000908,-8.087986,15.766868,7.678882,2.335543,2.335797,5.455949,3.007848,-0.001544,0.031951,-0.001316,Close
22.58783,0.000849,149.984279,5.469916,-181.937092,329.994239,148.057147,39.029655,38.649366,1493.773523,4.896295,4.396011,11.109538,-0.387523,Open
0.986912,0.076365,74.947342,-0.001271,-8.087986,15.766868,7.678882,2.263137,2.263482,5.123349,3.150312,-0.008628,0.031951,-0.000847,Close
41.145167,0.000888,170.067346,8.419244,-180.195451,330.598416,150.402965,45.240221,44.458376,1976.54722,4.052764,7.425954,-9.937267,-0.495884,Open
30.924338,0.00105,166.705455,16.557161,-183.024768,297.038707,114.013939,57.415751,54.997585,3024.734327,3.729484,36.876293,50.150617,-1.164756,Open
16.196021,0.003056,31.631285,20.412265,-48.794158,174.93577,126.141611,38.228274,32.347108,1046.335424,3.15968,16.64301,13.30804,0.591454,Open
1.443051,0.076668,-40.288341,-4.23E-05,-6.057203,12.129534,6.07233,2.515602,2.516562,6.333082,2.391401,-0.008212,-0.053084,0.001328,Close
10.680122,0.001223,-135.322479,0.630756,-70.768078,197.996638,127.22856,30.03714,30.038149,902.290419,4.557544,-2.395658,-0.479272,0.883633,Open
23.807888,0.000733,15.259477,0.780377,-88.097716,213.533123,125.435407,31.167949,31.162929,971.128162,3.583248,1.439614,-1.616802,0.195135,Open
17.19674,0.000688,-19.462503,-0.720528,-90.868,233.020374,142.152375,30.924339,30.919311,956.003772,3.600156,-0.043987,8.165659,0.171546,Open
1.03654,0.089639,52.534436,0.000382,-9.362253,18.413323,9.051069,2.528298,2.528539,6.393511,3.423094,-0.009268,-0.431792,-0.001089,Close
13.157082,0.000771,-85.158412,-0.360673,-90.789883,232.683729,141.893846,27.791752,27.791766,772.382234,4.598415,-1.525816,-8.187159,0.54517,Open
0.942771,0.090911,88.436205,0.000767,-9.467804,18.85466,9.386855,2.556265,2.55646,6.535487,3.364703,0.014904,0.242346,-0.001114,Close
9.958438,0.000671,0.760759,-0.533846,-89.146563,232.258752,143.112189,26.802274,26.798813,718.176405,5.244798,-2.54372,-6.694706,0.802709,Open
11.768,0.000678,-15.636322,-0.522016,-130.412009,274.58149,144.16948,28.526506,28.523402,813.584456,5.496956,-3.18295,-5.477432,0.761737,Open
0.763995,0.089216,-72.720589,-0.00012,-9.844888,19.997644,10.152756,2.489656,2.489792,6.199064,3.348499,0.001094,0.253922,-8.29E-05,Close
16.426945,0.000747,177.913503,-0.106152,-130.413043,282.802343,152.3893,28.896846,28.898119,835.101293,5.221024,-2.536079,-7.394024,0.726033,Open
19.385663,0.000792,88.630689,-0.109227,-130.094909,281.713737,151.618829,28.671183,28.672536,822.114318,5.311272,-2.24767,-4.732296,0.713613,Open
22.479456,0.000812,67.46622,-0.1033,-130.041317,281.958217,151.916899,29.712992,29.7147,882.963414,5.00096,-2.534514,-4.569911,0.669879,Open
0.737963,0.079318,33.951231,1.94E-05,-9.844888,19.997644,10.152756,2.40362,2.403787,5.778191,3.301396,-0.011834,-0.146031,-0.000237,Close
24.636578,0.000831,62.05333,-0.000781,-127.563661,279.948511,152.38485,30.535315,30.537642,932.547599,5.026757,-2.166793,-5.786059,0.687744,Open
24.6511,0.000832,88.588215,-0.066053,-92.955321,245.680513,152.725192,28.574634,28.57728,816.660941,4.737215,-2.095148,-5.738739,0.695872,Open
0.881306,0.077822,-36.100663,3.05E-05,-8.491847,17.434253,8.942405,2.327008,2.327261,5.416144,2.882514,-0.001605,-0.036235,-0.000323,Close
20.601923,0.000856,98.176,0.555313,-90.191924,247.18378,156.991856,28.51084,28.509053,812.766122,4.557487,-1.516375,-4.91352,0.701974,Open
15.631093,0.004787,119.010039,0.79858,-87.261317,201.173231,113.911914,27.998731,27.992674,783.589819,4.276173,-0.836386,-3.774426,0.679014,Open
1.343293,0.080674,-199.781889,7.11E-05,-8.491847,17.434253,8.942405,2.434257,2.434876,5.928621,3.143746,-0.010098,-0.210577,-0.000537,Close
10.127375,0.002894,11.288376,0.547198,-62.838593,159.65054,96.811946,25.055088,25.058663,627.936614,4.031712,-0.482704,-2.969641,0.606743,Open
2.583653,0.086073,-107.667714,0.000213,-8.487755,17.425999,8.938244,2.567687,2.569646,6.603082,3.43076,-0.011199,-0.036145,0.000521,Close
30.150837,0.00868,42.380857,-2.198303,-139.037168,338.470629,199.433461,49.543456,49.53243,2453.461578,3.646809,-4.63436,-1.956563,0.371016,Open
25.430931,0.000951,66.343747,7.812775,-123.118842,405.427921,282.309079,57.723196,57.206563,3272.590816,4.217714,0.667689,-11.626164,0.883443,Open
3.170514,0.087878,27.77045,0.002569,-23.105972,45.986219,22.880247,6.816307,6.817606,46.479746,2.917416,0.001206,0.117069,-0.001777,Close
45.268325,0.000674,-88.721001,1.361908,-195.670159,464.128735,268.458576,62.903404,62.898248,3956.189585,3.501614,-0.772239,-7.698021,0.279435,Open
21.246931,0.001473,-8.676357,1.857238,-195.45392,436.853626,241.399706,61.363692,61.34226,3762.872815,3.341401,1.556461,7.683016,0.116919,Open
2.33493,0.094272,65.486453,-0.001426,-25.387965,51.123454,25.735489,6.171193,6.171781,38.090879,3.099576,-0.004337,-2.126793,0.000389,Close
25.192604,0.000604,29.799639,1.010406,-177.8782,413.453568,235.575368,54.97013,54.965498,3021.206005,3.289638,-1.402307,-2.160433,0.279057,Open
2.028286,0.088398,11.029749,-0.000947,-25.387965,51.123454,25.735489,6.091979,6.092443,37.117865,3.249627,-0.058285,2.474318,0.000472,Close
14.059623,0.000311,6.738488,-3.082699,-189.964283,408.367526,218.403243,56.293642,56.213068,3159.908997,3.160035,-4.446702,-0.073384,0.189308,Open
24.711193,0.000288,159.435328,2.989494,-191.993078,407.089434,215.096356,56.141009,56.064644,3143.244359,3.427252,-0.887688,-18.980068,0.344553,Open
1.98423,0.083773,41.526046,-0.000155,-20.243465,40.875088,20.631623,6.216692,6.21703,38.651463,3.02468,-0.027006,-0.419047,0.000602,Close
24.07715,0.000409,160.157653,-0.818477,-200.436489,451.15448,250.717991,58.626688,58.623953,3436.767867,3.442604,-3.881634,-4.18429,0.344118,Open
30.910205,0.000465,-101.556257,0.19859,-201.472495,451.206611,249.734116,59.578042,59.580955,3549.890202,3.367014,-2.823901,-14.221752,0.331788,Open
38.269734,0.000455,141.015579,0.367673,-204.213076,450.438006,246.224931,59.854415,59.857088,3582.870943,3.394711,-2.671078,-17.281303,0.365695,Open
2.752236,0.089438,-24.839532,-0.000873,-22.284355,45.130449,22.846094,6.531253,6.531706,42.663178,2.955115,0.013957,0.506522,0.0006,Close
47.563373,0.000404,59.907653,0.142869,-203.925011,451.348629,247.423618,59.991837,59.99624,3599.548815,3.452052,-3.483377,-16.61533,0.40537,Open
55.502548,0.000439,204.308524,0.599505,-202.156013,450.198738,248.042724,62.443793,62.446865,3899.610941,3.319488,-3.211635,-15.323537,0.394469,Open
2.539198,0.084209,-128.731312,-0.001372,-22.284355,45.130449,22.846094,6.537375,6.538086,42.746573,3.044428,0.025229,0.506522,0.000224,Close
40.988653,0.000488,-8.559248,1.559823,-198.370909,448.301784,249.930875,66.76024,66.750495,4455.628623,3.128182,-2.770538,-12.325669,0.419876,Open
26.022434,0.010838,-1.568667,6.357883,-159.212634,419.179297,259.966663,59.428022,59.098208,3492.598168,3.499705,0.799574,-14.595777,0.580139,Open
4.204039,0.08957,131.250481,-0.003201,-22.284355,45.130449,22.846094,6.974962,6.976734,48.674812,2.843131,-0.007813,0.506522,0.000441,Close
29.568543,0.005045,-186.628599,9.660312,-118.92322,355.812859,236.889639,53.347743,52.485805,2754.759766,3.546033,2.978917,-13.958426,0.644877,Open
3.995699,0.090463,-137.825073,-0.009603,-16.317217,31.928221,15.611003,6.157099,6.16179,37.967659,3.002217,0.003254,0.445098,0.003279,Close
40.685458,0.005544,145.657865,12.34129,-108.402645,285.897215,177.49457,54.219422,52.836483,2791.693917,3.373202,6.729869,-4.050162,0.664776,Open
44.305095,0.001055,105.681909,-12.898066,-138.052925,348.588062,210.535137,58.098704,56.66331,3210.730716,3.226787,-18.841588,-21.275924,0.562356,Open
3.133744,0.084297,30.985703,0.001905,-18.916003,37.798114,18.882111,6.158068,6.159242,37.936256,3.0328,0.002252,-2.473823,-0.000656,Close
41.682793,0.000712,-95.418138,0.068336,-145.690806,358.171417,212.480611,57.252313,57.261002,3278.822368,3.288533,-4.328585,-7.794811,0.46044,Open
33.475771,0.000809,-111.935463,0.223736,-135.690725,365.549114,229.858389,55.771316,55.776941,3111.067093,3.805603,-6.708194,-16.887263,0.757121,Open
2.108273,0.080743,85.021626,0.001951,-20.879438,41.954409,21.074971,5.937497,5.938062,35.260581,3.10015,-0.038477,-0.112005,-0.000591,Close
24.068137,0.000813,-159.459219,1.921766,-132.220519,361.306234,229.085715,52.041531,52.01044,2705.085893,4.114763,-5.139657,-14.795993,0.863933,Open
2.312336,0.092002,119.010374,0.000624,-20.879437,41.954407,21.07497,5.576131,5.576556,31.097977,3.160107,-0.014527,-0.112005,-0.000476,Close
17.005873,0.001005,138.843305,-1.339092,-145.178345,374.298526,229.120181,53.207497,53.19433,2829.636737,3.783495,-8.063465,-16.045353,0.768932,Open
30.799932,0.000767,-111.261546,0.02719,-158.32528,388.010255,229.684975,52.166243,52.169294,2721.63527,3.609572,-5.29525,-16.701537,0.649475,Open
39.375638,0.000751,-106.950326,3.032127,-156.273143,377.401308,221.128166,54.119157,54.036896,2919.986084,3.472168,-2.562005,-7.199626,0.606145,Open
1.393362,0.082749,133.408631,-0.000676,-18.16361,36.218441,18.054831,4.814548,4.814792,23.182224,2.984544,0.023739,0.851072,0.000411,Close
38.843667,0.00073,-92.513514,3.034218,-156.211556,377.909327,221.697771,54.024743,53.942407,2909.783244,3.446561,-2.296059,-18.274652,0.590349,Open
1.635798,0.082728,15.086881,-0.00078,-18.162615,36.212187,18.049572,4.691787,4.692062,22.015448,2.986413,0.030296,0.848783,0.000684,Close
36.173106,0.000731,-112.204248,3.552996,-155.992883,378.00005,222.007167,54.313874,54.200981,2937.746333,3.445147,-1.248631,-6.682863,0.561762,Open
31.620169,0.000733,-126.757753,4.121853,-158.38582,376.984827,218.599007,54.602408,54.45076,2964.885243,3.427577,-0.583593,-17.01651,0.554701,Open
28.968608,0.000707,-104.778916,4.862212,-161.957139,370.578876,208.621737,54.378195,54.165543,2933.90608,3.47704,0.228694,10.362038,0.538858,Open
2.087716,0.091348,62.07471,-0.001448,-15.294218,30.950111,15.655893,4.839378,4.839905,23.42468,3.008767,0.051089,-0.902417,0.001071,Close
33.706044,0.00059,-69.428192,5.974122,-141.774297,351.151815,209.377518,53.426346,53.098029,2819.400658,3.601505,0.914709,-17.115402,0.593841,Open
2.427223,0.086479,-89.208629,-0.002027,-15.180282,30.670167,15.489885,4.846274,4.847013,23.493533,3.122779,-0.005342,-0.918655,0.000964,Close
28.633894,0.001244,28.983139,7.825956,-127.035733,334.169786,207.134054,54.330656,53.774312,2891.676612,3.544451,1.424545,-1.722063,0.645243,Open
31.862571,0.004829,208.522583,11.96084,-122.871457,325.210003,202.338546,52.263147,50.895473,2590.349208,3.535106,4.784432,-23.682406,0.696738,Open
3.103166,0.078781,-72.505262,-0.010134,-14.360118,28.773118,14.413,4.32691,4.3302,18.750634,3.480757,-0.023984,-0.980618,0.00061,Close
55.719082,0.002799,-125.190523,-4.127325,-111.538738,284.16529,172.626552,59.674008,59.576531,3549.363069,2.649113,-7.605681,-58.968159,0.497878,Open
43.303867,0.001127,188.82429,-1.847373,-165.81555,352.363065,186.547516,52.689585,52.670572,2774.189191,3.604879,-1.594348,5.080537,0.158526,Open
2.224434,0.089814,-37.00989,-0.004471,-14.775309,29.818907,15.043598,4.870958,4.871885,23.735259,2.89093,-0.001462,0.581428,0.001841,Close
40.656656,0.000701,-92.98822,-3.240084,-126.859925,315.396119,188.536194,47.95283,47.850536,2289.673824,3.539041,-7.359966,-5.432419,0.582491,Open
22.006077,0.000756,-173.528239,2.111293,-169.520956,390.933788,221.412833,52.624487,52.587844,2765.481285,4.131081,-1.785943,0.535242,0.623284,Open
2.468724,0.080503,154.208124,-0.000162,-19.320175,38.544814,19.224639,5.357585,5.358096,28.70919,2.676023,0.005129,-1.782284,0.000204,Close
24.036135,0.000758,-53.715596,-3.211535,-169.11613,390.444868,221.328738,51.518536,51.422694,2644.29343,4.142939,-7.112407,-10.985958,0.641164,Open
1.66625,0.087311,114.976378,-0.002521,-19.320175,38.544814,19.224639,5.198674,5.199069,27.030321,2.809899,0.00748,-0.62594,0.000829,Close
30.804262,0.000719,-36.452814,3.032089,-165.946994,380.213488,214.266494,52.288462,52.204094,2725.267414,3.881545,-1.635144,-8.158396,0.599057,Open
31.208098,0.00077,-114.220916,-1.044446,-142.670604,352.603803,209.933199,52.887731,52.880518,2796.349136,3.905286,-6.913173,-10.444178,0.686207,Open
1.454238,0.087701,-152.438135,0.000229,-18.930173,37.773312,18.843139,5.020489,5.020762,25.208055,3.088352,-0.004031,1.656282,-0.000237,Close
39.325805,0.000254,45.687874,-3.160222,-210.497941,419.120665,208.622724,52.270814,52.177847,2722.527706,3.823131,-9.483693,-11.415625,0.591885,Open
41.157158,0.000261,134.807859,-1.510121,-208.589401,415.016464,206.427063,53.232574,53.214047,2831.734793,3.476096,-8.755431,-19.75691,0.54863,Open
1.94345,0.090124,30.485202,-0.000877,-18.930173,37.773312,18.843139,5.189798,5.190102,26.937161,3.298042,0.005164,-0.232383,-6.25E-05,Close
36.246275,0.000281,232.183091,-1.673416,-209.010358,417.399752,208.389394,54.798862,54.776784,3000.496109,3.46444,-9.82926,-14.919474,0.569756,Open
22.445803,0.000315,-25.625598,-2.267875,-207.615308,410.148921,202.533614,56.015361,55.973699,3133.055025,3.12021,-11.131404,-25.099038,0.463701,Open
1.95771,0.086593,-118.286667,-0.001266,-22.38613,45.28016,22.89403,5.443448,5.443909,29.636141,3.630411,0.012883,-1.330856,0.000211,Close
27.898245,0.001069,-158.159595,0.186424,-207.313124,381.618396,174.305272,50.021615,50.026034,2502.604078,3.0053,-4.219799,-33.676754,0.209651,Open
34.114286,0.001089,-38.366779,1.374348,-207.214423,381.900327,174.685904,50.4246,50.412272,2541.397184,3.100527,-3.852919,-33.449774,0.227189,Open
2.29254,0.085888,-183.286868,-0.002279,-17.503733,34.778103,17.274371,5.192153,5.192944,26.966665,3.319119,0.006992,0.05921,0.000485,Close
40.39851,0.00073,-57.699489,0.934184,-210.041337,381.525431,171.484094,57.623451,57.62686,3320.855015,2.554983,-10.357358,-36.447266,0.165396,Open
32.461063,0.001308,109.971734,1.715333,-139.089945,270.310914,131.220969,52.515496,52.507489,2757.036388,1.901607,-3.306201,-43.12957,0.061614,Open
24.644262,0.003702,81.299251,5.636594,-81.253627,213.021515,131.767888,32.392462,31.922623,1019.053838,3.195657,3.975836,2.889871,0.394724,Open
94.391014,0.000781,98.67475,-5.328429,-212.476096,395.209904,182.733808,80.55428,80.398286,6463.884326,2.556446,1.787885,6.8654,-0.231524,Open
2.418586,0.080468,171.942197,-0.000842,-22.083486,44.856843,22.773357,5.774316,5.775416,33.355433,3.612041,-0.021785,1.017788,0.000604,Close
88.336934,0.000598,-111.812432,2.591707,-214.282376,456.252286,241.96991,72.274461,72.238991,5218.471763,3.103641,11.840284,25.250074,-0.099066,Open
2.756013,0.082474,44.644193,-0.004392,-22.083486,44.856843,22.773357,5.845274,5.846015,34.175896,3.245635,-0.049404,1.017788,0.001072,Close
32.301675,0.000572,109.990096,2.343244,-175.489842,426.727924,251.238082,60.338257,60.299306,3636.0063,3.083927,5.935458,10.136805,-0.217872,Open
55.801006,0.000753,78.00559,0.716954,-164.410927,413.02085,248.609923,54.307989,54.307856,2949.343195,3.596332,2.502529,6.992726,-0.196828,Open
33.116533,0.000621,132.551615,-2.024719,-162.110591,414.187389,252.076798,52.131283,52.095559,2713.947286,3.589314,-1.527001,-6.79032,-0.070527,Open
1.682011,0.087675,173.622721,-6.38E-05,-22.755301,45.552519,22.797218,5.488741,5.48909,30.130108,3.508935,-0.003722,-0.206804,-7.89E-05,Close
25.515776,0.001008,4.889959,0.219318,-159.801259,414.765086,254.963827,52.347658,52.350268,2740.550574,3.54379,0.152681,12.326251,0.031431,Open
29.383895,0.000954,171.393455,-2.479484,-213.69766,473.269557,259.571897,55.10225,55.049233,3030.418064,5.362367,-3.814886,-22.023489,0.007292,Open
2.187479,0.087517,-16.314962,0.000975,-22.755301,45.552519,22.797218,5.758158,5.758451,33.159756,3.391088,-0.03125,-0.206804,-0.000193,Close
28.526686,0.000825,69.47582,-2.878972,-214.778249,473.115514,258.337265,56.480307,56.409956,3182.08311,5.22319,-4.008111,-18.435311,0.004832,Open
2.194494,0.087512,-73.940372,0.001125,-22.755301,45.552519,22.797218,5.852768,5.853111,34.258905,3.247662,-0.028582,-0.206804,-0.000242,Close
26.940423,0.000828,84.760022,-3.320959,-215.671295,473.081136,257.409841,58.197725,58.106586,3376.375384,5.16388,-3.833366,-9.881001,-0.062287,Open
22.857309,0.001515,-252.354623,-3.936128,-215.911579,473.09376,257.182181,61.634661,61.513537,3783.915177,4.84395,-3.993147,-10.115793,-0.064426,Open
2.491484,0.074407,116.062727,0.001625,-21.062223,42.407048,21.344825,5.825073,5.825566,33.937217,3.356462,-0.049479,-0.494804,-0.000179,Close
29.787142,0.00148,-196.523834,-4.950083,-215.256278,473.154851,257.898573,63.624626,63.437817,4024.356597,5.050759,-5.120209,-9.433918,-0.036839,Open
53.281493,0.001383,-158.412062,-7.555446,-214.754875,472.807611,258.052736,67.894381,67.48125,4553.719154,4.804682,-6.797267,-9.083564,-0.066702,Open
105.22116,0.001323,149.19297,-10.507331,-212.99055,473.363391,260.372841,79.323003,78.638995,6184.091551,3.865147,-9.486893,-21.278376,0.082279,Open
3.039787,0.089656,45.597749,0.004874,-16.91893,34.260457,17.341527,5.64816,5.649593,31.917903,3.045726,-0.074152,-0.302608,-0.001741,Close
74.808863,0.001425,-32.694244,-20.694787,-215.455357,472.900747,257.44539,104.991535,102.971014,10603.02974,2.548318,-14.509631,9.172498,0.214471,Open
4.704872,0.079795,2.3624,0.014621,-16.743109,33.642172,16.899064,5.683499,5.687818,32.351268,2.823409,-0.100287,-0.090233,-0.004535,Close
26.255246,0.003195,113.847945,-2.002955,-106.912724,194.464901,87.552177,36.601943,36.574986,1337.729613,2.683646,0.013689,2.959945,-0.163331,Open
114.465728,0.001752,22.056222,-25.316441,-380.89561,742.188607,361.292997,166.710625,164.819034,27165.31387,2.746215,12.855574,82.97227,-0.196799,Open
2.644294,0.085487,-70.371191,0.00732,-25.413841,50.362535,24.948694,5.269068,5.270067,27.77361,4.435387,-0.017887,-0.484386,-0.000304,Close
77.956016,0.000823,-49.825294,-23.686284,-398.766585,842.745905,443.97932,180.219362,178.683274,31927.7124,2.239541,12.390396,111.094687,-0.155582,Open
2.301179,0.080641,-154.006019,0.002166,-25.418511,50.370789,24.952278,6.278981,6.279779,39.43562,3.502446,0.016309,0.018737,-0.001087,Close
184.63383,0.000484,-1.949311,-9.141044,-412.76408,808.535881,395.771801,171.840316,171.615702,29451.94934,2.297104,38.384208,157.253716,-0.511769,Open
138.767355,0.000582,68.771994,-17.718622,-440.289663,948.902747,508.613084,201.52816,200.76473,40306.47668,2.082075,-1.491948,181.241637,0.039691,Open
2.014484,0.07776,23.461942,-0.000168,-23.981835,48.569711,24.587876,6.176614,6.177085,38.156376,3.449278,0.026723,0.060172,-0.000486,Close
171.33676,0.001315,34.066346,-2.196677,-436.991818,952.755733,515.763915,192.768197,192.769038,37159.90211,2.432278,3.760408,63.204942,0.166246,Open
158.255627,0.000847,58.324941,6.994595,-397.11231,925.865995,528.753685,185.222667,185.101404,34262.52975,2.46989,-0.022368,98.225998,0.28246,Open
142.148634,0.000769,-161.405576,-4.513663,-383.077965,923.896215,540.81825,187.53288,187.48808,35151.78026,2.495502,-18.543941,-36.616884,0.350941,Open
